Y,Yt-1,Yt-2
12009,16872,13423
16872,13423,17805
13423,17805,16478
17805,16478,16258
16478,16258,17623
16258,17623,14283
17623,14283,15508
14283,15508,15894
15508,15894,10275
15894,10275,13095
10275,13095,16655
13095,16655,15518
16655,15518,17779
15518,17779,12967
17779,12967,10785
12967,10785,16160
10785,16160,15135
16160,15135,15654
15135,15654,18220
15654,18220,11126
18220,11126,16398
11126,16398,14669
16398,14669,13672
14669,13672,10776
13672,10776,19662
10776,19662,13386
19662,13386,17465
13386,17465,15318
17465,15318,11376
15318,11376,10914
11376,10914,11521
10914,11521,15416
11521,15416,17259
15416,17259,10088
17259,10088,18489
10088,18489,18980
18489,18980,17664
18980,17664,15899
17664,15899,18675
15899,18675,17461
18675,17461,19660
17461,19660,14461
19660,14461,13319
14461,13319,18006
13319,18006,10436
18006,10436,19902
10436,19902,19574
19902,19574,10818
19574,10818,11208
10818,11208,10594
11208,10594,16522
10594,16522,12530
16522,12530,13483
12530,13483,17381
13483,17381,10902
17381,10902,15054
10902,15054,11004
15054,11004,19066
11004,19066,18739
19066,18739,11058
18739,11058,12015
11058,12015,14052
12015,14052,11451
14052,11451,12892
11451,12892,10417
12892,10417,19832
10417,19832,14473
19832,14473,12812
14473,12812,14141
12812,14141,13479
14141,13479,14919
13479,14919,19922
14919,19922,18863
19922,18863,13904
18863,13904,16872
13904,16872,19092
16872,19092,18189
19092,18189,17204
18189,17204,19098
17204,19098,19279
19098,19279,10675
19279,10675,13880
10675,13880,18457
13880,18457,11055
18457,11055,12505
11055,12505,19072
12505,19072,13929
19072,13929,16336
13929,16336,17521
16336,17521,10713
17521,10713,17599
10713,17599,17775
17599,17775,11519
17775,11519,14636
11519,14636,15692
14636,15692,17678
15692,17678,11515
17678,11515,11370
11515,11370,18323
11370,18323,15364
18323,15364,16879
15364,16879,12238
16879,12238,17912
12238,17912,19190
17912,19190,11145
19190,11145,12239
11145,12239,14404
12239,14404,16605
14404,16605,12109
16605,12109,10484
12109,10484,13626
10484,13626,17900
13626,17900,11567
17900,11567,15551
11567,15551,19907
15551,19907,13742
19907,13742,12296
13742,12296,13317
12296,13317,11189
13317,11189,11953
11189,11953,17738
11953,17738,16728
17738,16728,16904
16728,16904,17095
16904,17095,15437
17095,15437,10480
15437,10480,17596
10480,17596,13533
17596,13533,10628
13533,10628,13805
10628,13805,19434
13805,19434,13883
19434,13883,17594
13883,17594,19099
17594,19099,14053
19099,14053,10339
14053,10339,11705
10339,11705,14858
11705,14858,12789
14858,12789,14274
12789,14274,16933
14274,16933,19269
16933,19269,18353
19269,18353,13025
18353,13025,10791
13025,10791,17863
10791,17863,17257
17863,17257,16803
17257,16803,10101
16803,10101,18636
10101,18636,17134
18636,17134,11966
17134,11966,19576
11966,19576,18957
19576,18957,12578
18957,12578,19292
12578,19292,13281
19292,13281,14375
13281,14375,11703
14375,11703,18143
11703,18143,14793
18143,14793,12086
14793,12086,15938
12086,15938,10437
15938,10437,12831
10437,12831,19802
12831,19802,17861
19802,17861,16416
17861,16416,12848
16416,12848,19355
12848,19355,10150
19355,10150,11701
10150,11701,10490
11701,10490,15693
10490,15693,12770
15693,12770,11604
12770,11604,12378
11604,12378,12203
12378,12203,12588
12203,12588,14654
12588,14654,15154
14654,15154,17657
15154,17657,13792
17657,13792,11867
13792,11867,13027
11867,13027,12299
13027,12299,16977
12299,16977,16974
16977,16974,10487
16974,10487,10642
10487,10642,18648
10642,18648,11376
18648,11376,16939
11376,16939,10497
16939,10497,12830
10497,12830,17873
12830,17873,11375
17873,11375,15646
11375,15646,19862
15646,19862,12658
19862,12658,10618
12658,10618,16340
10618,16340,19202
16340,19202,19366
19202,19366,11717
19366,11717,13642
11717,13642,12565
13642,12565,13339
12565,13339,13159
13339,13159,17356
13159,17356,19167
17356,19167,13533
19167,13533,15175
13533,15175,11973
15175,11973,19336
11973,19336,18748
19336,18748,17286
18748,17286,19808
17286,19808,15381
19808,15381,13832
15381,13832,17582
13832,17582,12985
17582,12985,16727
12985,16727,14987
16727,14987,16997
14987,16997,17746
16997,17746,11786
17746,11786,14281
11786,14281,17875
14281,17875,19799
17875,19799,11148
19799,11148,16987
11148,16987,12921
16987,12921,11666
12921,11666,19836
11666,19836,17997
19836,17997,15789
17997,15789,13679
15789,13679,13258
13679,13258,18961
13258,18961,18719
18961,18719,19473
18719,19473,13434
19473,13434,11190
13434,11190,15214
11190,15214,11829
15214,11829,17381
11829,17381,19713
17381,19713,18383
19713,18383,10065
18383,10065,10896
10065,10896,18465
10896,18465,13249
18465,13249,19761
13249,19761,10787
19761,10787,14165
10787,14165,16757
14165,16757,18305
16757,18305,15141
18305,15141,14793
15141,14793,12817
14793,12817,10431
12817,10431,12254
10431,12254,11720
12254,11720,16789
11720,16789,12735
16789,12735,17944
12735,17944,17927
17944,17927,11361
17927,11361,10157
11361,10157,12557
10157,12557,10557
12557,10557,14148
10557,14148,17207
14148,17207,12612
17207,12612,18060
12612,18060,16711
18060,16711,13173
16711,13173,11110
13173,11110,10219
11110,10219,12459
10219,12459,17786
12459,17786,10903
17786,10903,12495
10903,12495,13181
12495,13181,14172
13181,14172,11751
14172,11751,16479
11751,16479,17124
16479,17124,16733
17124,16733,10601
16733,10601,18028
10601,18028,17443
18028,17443,13756
17443,13756,19122
13756,19122,16426
19122,16426,13547
16426,13547,12417
13547,12417,10955
12417,10955,13348
10955,13348,11826
13348,11826,17403
11826,17403,15159
17403,15159,18204
15159,18204,19248
18204,19248,14429
19248,14429,11512
14429,11512,19597
11512,19597,12221
19597,12221,11695
12221,11695,19290
11695,19290,14356
19290,14356,14340
14356,14340,17535
14340,17535,16453
17535,16453,12019
16453,12019,16044
12019,16044,15400
16044,15400,10787
15400,10787,16102
10787,16102,19143
16102,19143,10520
19143,10520,10522
10520,10522,19439
10522,19439,19368
19439,19368,17474
19368,17474,10336
17474,10336,19462
10336,19462,12347
19462,12347,15985
12347,15985,13433
15985,13433,13708
13433,13708,11500
13708,11500,13193
11500,13193,11337
13193,11337,15546
11337,15546,16589
15546,16589,15671
16589,15671,18757
15671,18757,10666
18757,10666,11310
10666,11310,17868
11310,17868,19682
17868,19682,15604
19682,15604,12702
15604,12702,12062
12702,12062,10572
12062,10572,14450
10572,14450,16900
14450,16900,19866
16900,19866,18098
19866,18098,13438
18098,13438,14791
13438,14791,12236
14791,12236,12473
12236,12473,12382
12473,12382,13612
12382,13612,12228
13612,12228,11485
12228,11485,19907
11485,19907,11658
19907,11658,15823
11658,15823,12707
15823,12707,19347
12707,19347,15865
19347,15865,18080
15865,18080,13319
18080,13319,10158
13319,10158,11084
10158,11084,11665
11084,11665,19070
11665,19070,19320
19070,19320,12243
19320,12243,16144
12243,16144,13520
16144,13520,14774
13520,14774,14547
14774,14547,14066
14547,14066,10331
14066,10331,18141
10331,18141,19570
18141,19570,18593
19570,18593,15855
18593,15855,18159
15855,18159,19361
18159,19361,17666
19361,17666,17195
17666,17195,13692
17195,13692,19427
13692,19427,10265
19427,10265,17368
10265,17368,15320
17368,15320,11500
15320,11500,13836
11500,13836,14231
13836,14231,14537
14231,14537,19609
14537,19609,19218
19609,19218,16426
19218,16426,16850
16426,16850,14123
16850,14123,13306
14123,13306,15374
13306,15374,16333
15374,16333,19878
16333,19878,12745
19878,12745,14972
12745,14972,16901
14972,16901,10530
16901,10530,19137
10530,19137,16058
19137,16058,14527
16058,14527,13771
14527,13771,15892
13771,15892,12429
15892,12429,18334
12429,18334,17097
18334,17097,18449
17097,18449,15654
18449,15654,15041
15654,15041,14023
15041,14023,17992
14023,17992,14844
17992,14844,14579
14844,14579,14639
14579,14639,12296
14639,12296,16599
12296,16599,16869
16599,16869,12555
16869,12555,13301
12555,13301,12337
13301,12337,14975
12337,14975,15441
14975,15441,18795
15441,18795,15131
18795,15131,19796
15131,19796,14146
19796,14146,16014
14146,16014,12795
16014,12795,16383
12795,16383,14929
16383,14929,13748
14929,13748,15520
13748,15520,17971
15520,17971,11488
17971,11488,17917
11488,17917,12750
17917,12750,13075
12750,13075,12669
13075,12669,19583
12669,19583,17897
19583,17897,13165
17897,13165,13907
13165,13907,10177
13907,10177,19327
10177,19327,18355
19327,18355,12306
18355,12306,11019
12306,11019,10493
11019,10493,12087
10493,12087,18432
12087,18432,16959
18432,16959,14574
16959,14574,14429
14574,14429,10444
14429,10444,15624
10444,15624,14099
15624,14099,18850
14099,18850,14701
18850,14701,17585
14701,17585,16602
17585,16602,17244
16602,17244,12311
17244,12311,18027
12311,18027,10089
18027,10089,17944
10089,17944,12987
17944,12987,13489
12987,13489,18626
13489,18626,18886
18626,18886,16877
18886,16877,17129
16877,17129,10797
17129,10797,16303
10797,16303,15296
16303,15296,11299
15296,11299,11144
11299,11144,17081
11144,17081,17830
17081,17830,12834
17830,12834,11442
12834,11442,15367
11442,15367,15188
15367,15188,12362
15188,12362,18121
12362,18121,11031
18121,11031,12185
11031,12185,13291
12185,13291,11672
13291,11672,10139
11672,10139,14113
10139,14113,14137
14113,14137,12636
14137,12636,18947
12636,18947,13108
18947,13108,10445
13108,10445,17497
10445,17497,15606
17497,15606,14135
15606,14135,15718
14135,15718,16788
15718,16788,10892
16788,10892,11682
10892,11682,10571
11682,10571,12390
10571,12390,10648
12390,10648,14747
10648,14747,14725
14747,14725,16806
14725,16806,15540
16806,15540,11042
15540,11042,14409
11042,14409,14002
14409,14002,17497
14002,17497,12618
17497,12618,14904
12618,14904,18384
14904,18384,15404
18384,15404,12758
15404,12758,14354
12758,14354,17276
14354,17276,16656
17276,16656,13535
16656,13535,18156
13535,18156,17496
18156,17496,16764
17496,16764,12634
16764,12634,15905
12634,15905,10549
15905,10549,17964
10549,17964,19851
17964,19851,14807
19851,14807,15809
14807,15809,16333
15809,16333,18970
16333,18970,12024
18970,12024,14695
12024,14695,16169
14695,16169,13915
16169,13915,18672
13915,18672,12528
18672,12528,12961
12528,12961,11880
12961,11880,19055
11880,19055,18868
19055,18868,12896
18868,12896,19600
12896,19600,16784
19600,16784,15746
16784,15746,18310
15746,18310,19589
18310,19589,19153
19589,19153,16570
19153,16570,13885
16570,13885,13266
13885,13266,12719
13266,12719,13571
12719,13571,11125
13571,11125,16503
11125,16503,10000
16503,10000,12093
10000,12093,15403
12093,15403,18018
15403,18018,12953
18018,12953,17614
12953,17614,12527
17614,12527,17939
12527,17939,17230
17939,17230,11206
17230,11206,18226
11206,18226,14396
18226,14396,13570
14396,13570,18037
13570,18037,14561
18037,14561,18011
14561,18011,11071
18011,11071,19798
11071,19798,10202
19798,10202,14731
10202,14731,14161
14731,14161,15471
14161,15471,10098
15471,10098,19902
10098,19902,13208
19902,13208,11644
13208,11644,14114
11644,14114,10416
14114,10416,17288
10416,17288,14098
17288,14098,13905
14098,13905,19275
13905,19275,13703
19275,13703,15284
13703,15284,12639
15284,12639,14233
12639,14233,11269
14233,11269,17905
11269,17905,16887
17905,16887,14806
16887,14806,15108
14806,15108,13844
15108,13844,17567
13844,17567,19626
17567,19626,19726
19626,19726,18027
19726,18027,13757
18027,13757,15924
13757,15924,14972
15924,14972,13830
14972,13830,11110
13830,11110,17370
11110,17370,14724
17370,14724,14664
14724,14664,19109
14664,19109,13601
19109,13601,18972
13601,18972,13229
18972,13229,16215
13229,16215,13717
16215,13717,15911
13717,15911,19402
15911,19402,11039
19402,11039,11677
11039,11677,19337
11677,19337,18519
19337,18519,16113
18519,16113,19873
16113,19873,18891
19873,18891,15819
18891,15819,17601
15819,17601,14374
17601,14374,17312
14374,17312,15655
17312,15655,11562
15655,11562,16315
11562,16315,17167
16315,17167,18145
17167,18145,16018
18145,16018,15545
16018,15545,19644
15545,19644,15769
19644,15769,10553
15769,10553,10077
10553,10077,18882
10077,18882,13510
18882,13510,16586
13510,16586,15605
16586,15605,15794
15605,15794,14119
15794,14119,11777
14119,11777,10890
11777,10890,10034
10890,10034,10035
10034,10035,19324
10035,19324,18772
19324,18772,15255
18772,15255,17986
15255,17986,16488
17986,16488,19594
16488,19594,14918
19594,14918,14711
14918,14711,14986
14711,14986,10985
14986,10985,10834
10985,10834,19926
10834,19926,12289
19926,12289,10123
12289,10123,15937
10123,15937,11179
15937,11179,13609
11179,13609,19577
13609,19577,11615
19577,11615,19955
11615,19955,14579
19955,14579,17351
14579,17351,10323
17351,10323,14030
10323,14030,17068
14030,17068,18714
17068,18714,16072
18714,16072,14692
16072,14692,11570
14692,11570,18921
11570,18921,13759
18921,13759,12031
13759,12031,15087
12031,15087,12833
15087,12833,19198
12833,19198,17970
19198,17970,17349
17970,17349,11336
17349,11336,14684
11336,14684,15627
14684,15627,13200
15627,13200,19605
13200,19605,16199
19605,16199,13778
16199,13778,16319
13778,16319,14205
16319,14205,14527
14205,14527,11779
14527,11779,19105
11779,19105,19335
19105,19335,12229
19335,12229,18033
12229,18033,15444
18033,15444,11977
15444,11977,12383
11977,12383,11614
12383,11614,17543
11614,17543,12109
17543,12109,14516
12109,14516,19872
14516,19872,19618
19872,19618,17648
19618,17648,19838
17648,19838,10905
19838,10905,13681
10905,13681,12443
13681,12443,13845
12443,13845,14311
13845,14311,16233
14311,16233,12006
16233,12006,15172
12006,15172,14850
15172,14850,17019
14850,17019,18233
17019,18233,16546
18233,16546,14525
16546,14525,16576
14525,16576,14327
16576,14327,11896
14327,11896,11118
11896,11118,14923
11118,14923,19991
14923,19991,16736
19991,16736,16572
16736,16572,13241
16572,13241,19093
13241,19093,11912
19093,11912,12160
11912,12160,17963
12160,17963,14617
17963,14617,16827
14617,16827,13640
16827,13640,15329
13640,15329,10707
15329,10707,13296
10707,13296,19773
13296,19773,16660
19773,16660,13912
16660,13912,11365
13912,11365,10712
11365,10712,12663
10712,12663,10419
12663,10419,11588
10419,11588,12341
11588,12341,15067
12341,15067,12949
15067,12949,10941
12949,10941,12954
10941,12954,11675
12954,11675,14465
11675,14465,16440
14465,16440,16947
16440,16947,10713
16947,10713,13895
10713,13895,18775
13895,18775,19884
18775,19884,13701
19884,13701,19761
13701,19761,12663
19761,12663,11230
12663,11230,10866
11230,10866,15612
10866,15612,12732
15612,12732,19556
12732,19556,13367
19556,13367,10522
13367,10522,11252
10522,11252,17660
11252,17660,15669
17660,15669,15683
15669,15683,18766
15683,18766,10068
18766,10068,15672
10068,15672,14827
15672,14827,13167
14827,13167,12009
13167,12009,12851
12009,12851,12952
12851,12952,16724
12952,16724,12427
16724,12427,17329
12427,17329,11600
17329,11600,14527
11600,14527,11334
14527,11334,11587
11334,11587,10949
11587,10949,12308
10949,12308,17863
12308,17863,16711
17863,16711,11507
16711,11507,11827
11507,11827,12531
11827,12531,13944
12531,13944,14491
13944,14491,12980
14491,12980,11653
12980,11653,17658
11653,17658,19397
17658,19397,10351
19397,10351,12386
10351,12386,13751
12386,13751,10050
13751,10050,16149
10050,16149,17243
16149,17243,19119
17243,19119,17260
19119,17260,15749
17260,15749,12338
15749,12338,18757
12338,18757,10751
18757,10751,19925
10751,19925,17454
19925,17454,11468
17454,11468,15296
11468,15296,15222
15296,15222,13625
15222,13625,19307
13625,19307,14572
19307,14572,18619
14572,18619,15958
18619,15958,15815
15958,15815,14130
15815,14130,18644
14130,18644,15716
18644,15716,10302
15716,10302,17954
10302,17954,12029
17954,12029,12256
12029,12256,16306
12256,16306,13426
16306,13426,18879
13426,18879,17837
18879,17837,11500
17837,11500,11260
11500,11260,14933
11260,14933,15438
14933,15438,18649
15438,18649,18902
18649,18902,18489
18902,18489,10732
18489,10732,18287
10732,18287,18436
18287,18436,11117
18436,11117,19733
11117,19733,11815
19733,11815,19872
11815,19872,19482
19872,19482,15372
19482,15372,13282
15372,13282,11367
13282,11367,16495
11367,16495,19632
16495,19632,16866
19632,16866,17523
16866,17523,10140
17523,10140,19657
10140,19657,15443
19657,15443,18399
15443,18399,14497
18399,14497,12346
14497,12346,14294
12346,14294,13916
14294,13916,10768
13916,10768,18374
10768,18374,15486
18374,15486,19623
15486,19623,17860
19623,17860,12267
17860,12267,10255
12267,10255,10622
10255,10622,15308
10622,15308,12365
15308,12365,14564
12365,14564,10270
14564,10270,14214
10270,14214,12415
14214,12415,19782
12415,19782,18878
19782,18878,18546
18878,18546,18672
18546,18672,13738
18672,13738,11903
13738,11903,17399
11903,17399,16945
17399,16945,13165
16945,13165,10076
13165,10076,13822
10076,13822,13876
13822,13876,10685
13876,10685,16977
10685,16977,17111
16977,17111,11551
17111,11551,19633
11551,19633,18567
19633,18567,13105
18567,13105,11571
13105,11571,12527
11571,12527,18419
12527,18419,18057
18419,18057,16651
18057,16651,15748
16651,15748,18573
15748,18573,16858
18573,16858,14777
16858,14777,18540
14777,18540,15353
18540,15353,15909
15353,15909,11065
15909,11065,16801
11065,16801,14557
16801,14557,18819
14557,18819,10158
18819,10158,18481
10158,18481,12831
18481,12831,18954
12831,18954,10713
18954,10713,11937
10713,11937,18879
11937,18879,17287
18879,17287,18311
17287,18311,13449
18311,13449,11156
13449,11156,13828
11156,13828,17331
13828,17331,18124
17331,18124,16109
18124,16109,18379
16109,18379,14529
18379,14529,17599
14529,17599,10253
17599,10253,10163
10253,10163,19729
10163,19729,11341
19729,11341,18285
11341,18285,17430
18285,17430,15975
17430,15975,12854
15975,12854,18215
12854,18215,16113
18215,16113,12577
16113,12577,10358
12577,10358,18229
10358,18229,10449
18229,10449,18177
10449,18177,15287
18177,15287,10137
15287,10137,13021
10137,13021,18172
13021,18172,15584
18172,15584,16491
15584,16491,18586
16491,18586,19683
18586,19683,15749
19683,15749,19773
15749,19773,11616
19773,11616,17727
11616,17727,15724
17727,15724,17369
15724,17369,17718
17369,17718,15844
17718,15844,11542
15844,11542,18708
11542,18708,19085
18708,19085,19959
19085,19959,17016
19959,17016,14320
17016,14320,13952
14320,13952,18205
13952,18205,12752
18205,12752,17112
12752,17112,15115
17112,15115,19679
15115,19679,13113
19679,13113,19396
13113,19396,12738
19396,12738,19718
12738,19718,13244
19718,13244,18863
13244,18863,16095
18863,16095,18743
16095,18743,19184
18743,19184,18898
19184,18898,12729
18898,12729,13764
12729,13764,16563
13764,16563,11372
16563,11372,13847
11372,13847,19639
13847,19639,11599
19639,11599,10288
11599,10288,18681
10288,18681,13053
18681,13053,10307
13053,10307,12577
10307,12577,17247
12577,17247,16419
17247,16419,18675
16419,18675,13236
18675,13236,17384
13236,17384,19603
17384,19603,18993
19603,18993,12793
18993,12793,16484
12793,16484,15544
16484,15544,18887
15544,18887,10824
18887,10824,17771
10824,17771,14452
17771,14452,11327
14452,11327,16060
11327,16060,11163
16060,11163,19173
11163,19173,13890
19173,13890,10114
13890,10114,16072
10114,16072,14400
16072,14400,13631
14400,13631,10760
13631,10760,11053
10760,11053,14277
11053,14277,17843
14277,17843,14750
17843,14750,19251
14750,19251,12004
19251,12004,12597
12004,12597,14310
12597,14310,13956
14310,13956,14375
13956,14375,11173
14375,11173,14026
11173,14026,12394
14026,12394,17973
12394,17973,18901
17973,18901,11811
18901,11811,12318
11811,12318,10955
12318,10955,11494
10955,11494,17408
11494,17408,19428
17408,19428,10378
19428,10378,10867
10378,10867,10922
10867,10922,19626
10922,19626,19722
19626,19722,15905
19722,15905,14792
15905,14792,18861
14792,18861,12998
18861,12998,16528
12998,16528,13175
16528,13175,19672
13175,19672,19340
19672,19340,15915
19340,15915,17578
15915,17578,14933
17578,14933,17654
14933,17654,17729
17654,17729,17429
17729,17429,10193
17429,10193,12957
10193,12957,14503
12957,14503,10743
14503,10743,12099
10743,12099,18882
12099,18882,12281
18882,12281,18919
12281,18919,15549
18919,15549,11125
15549,11125,16145
11125,16145,17800
16145,17800,18045
17800,18045,18591
18045,18591,14115
18591,14115,18451
14115,18451,17390
18451,17390,15699
17390,15699,17130
15699,17130,16416
17130,16416,15375
16416,15375,14611
15375,14611,17458
14611,17458,18030
17458,18030,11158
18030,11158,11121
11158,11121,11264
11121,11264,19075
11264,19075,15671
19075,15671,10072
15671,10072,18735
10072,18735,13980
18735,13980,12309
13980,12309,17938
12309,17938,18742
17938,18742,18283
18742,18283,15590
18283,15590,10531
15590,10531,12856
10531,12856,18540
12856,18540,19460
18540,19460,19152
19460,19152,17076
19152,17076,14045
17076,14045,18397
14045,18397,10498
18397,10498,15920
10498,15920,18751
15920,18751,11514
18751,11514,17712
11514,17712,18434
17712,18434,18688
18434,18688,10084
18688,10084,15095
10084,15095,10609
15095,10609,18560
10609,18560,16784
18560,16784,18058
16784,18058,14492
18058,14492,10341
14492,10341,15878
10341,15878,18299
15878,18299,12854
18299,12854,18957
12854,18957,17390
18957,17390,10722
17390,10722,17521
10722,17521,19750
17521,19750,19277
19750,19277,15583
19277,15583,12908
15583,12908,15590
12908,15590,11593
15590,11593,16766
11593,16766,14308
16766,14308,15071
14308,15071,18121
15071,18121,18063
18121,18063,13925
18063,13925,12514
13925,12514,17154
12514,17154,14633
17154,14633,15156
14633,15156,17828
15156,17828,14645
17828,14645,19806
14645,19806,10387
19806,10387,17443
10387,17443,19939
17443,19939,19428
19939,19428,13581
19428,13581,13993
13581,13993,10038
13993,10038,16904
10038,16904,18456
16904,18456,14396
18456,14396,19545
14396,19545,15511
19545,15511,18327
15511,18327,15394
18327,15394,10780
15394,10780,16084
10780,16084,14466
16084,14466,15735
14466,15735,11852
15735,11852,13893
11852,13893,19818
13893,19818,18381
19818,18381,15653
18381,15653,11122
15653,11122,14438
11122,14438,18499
14438,18499,10824
18499,10824,11599
10824,11599,18706
11599,18706,11308
18706,11308,14801
11308,14801,16848
14801,16848,15978
16848,15978,19035
15978,19035,16699
19035,16699,18759
16699,18759,19247
18759,19247,10941
19247,10941,16903
10941,16903,15938
16903,15938,15069
15938,15069,19089
15069,19089,19822
19089,19822,11591
19822,11591,18972
11591,18972,14597
18972,14597,14272
14597,14272,14991
14272,14991,12870
14991,12870,15279
12870,15279,17770
15279,17770,16087
17770,16087,11144
16087,11144,15964
11144,15964,15675
15964,15675,16142
15675,16142,18889
16142,18889,10820
18889,10820,19470
10820,19470,14250
19470,14250,19211
14250,19211,12517
19211,12517,12403
12517,12403,18163
12403,18163,13908
18163,13908,17007
13908,17007,16935
17007,16935,14371
16935,14371,17064
14371,17064,15537
17064,15537,15356
15537,15356,17662
15356,17662,13923
17662,13923,18596
13923,18596,19618
18596,19618,14374
19618,14374,18994
14374,18994,10705
18994,10705,15773
10705,15773,17519
15773,17519,13034
17519,13034,15959
13034,15959,10356
15959,10356,16443
10356,16443,12039
16443,12039,14579
12039,14579,16115
14579,16115,12174
16115,12174,11570
12174,11570,10999
11570,10999,18333
10999,18333,12190
18333,12190,12605
12190,12605,18696
12605,18696,13887
18696,13887,13450
13887,13450,13324
13450,13324,16979
13324,16979,10167
16979,10167,12550
10167,12550,10910
12550,10910,14309
10910,14309,14743
14309,14743,16222
14743,16222,16081
16222,16081,10412
16081,10412,13413
10412,13413,11653
13413,11653,15333
11653,15333,13235
15333,13235,14696
13235,14696,14634
14696,14634,18796
14634,18796,19228
18796,19228,14444
19228,14444,12094
14444,12094,10573
12094,10573,12974
10573,12974,12060
12974,12060,15567
12060,15567,12948
15567,12948,12764
12948,12764,11229
12764,11229,14460
11229,14460,11942
14460,11942,16163
11942,16163,10189
16163,10189,12149
10189,12149,17156
12149,17156,19702
17156,19702,16429
19702,16429,19169
16429,19169,18580
19169,18580,10447
18580,10447,10042
10447,10042,12588
10042,12588,16171
12588,16171,13097
16171,13097,11955
13097,11955,18115
11955,18115,16959
18115,16959,14280
16959,14280,13193
14280,13193,13615
13193,13615,19205
13615,19205,17854
19205,17854,16647
17854,16647,15090
16647,15090,15191
15090,15191,19856
15191,19856,11221
19856,11221,15104
11221,15104,13249
15104,13249,13832
13249,13832,19123
13832,19123,12426
19123,12426,18706
12426,18706,19584
18706,19584,15491
19584,15491,12548
15491,12548,14912
12548,14912,14758
14912,14758,10644
14758,10644,12446
10644,12446,15108
12446,15108,13193
15108,13193,10819
13193,10819,15770
10819,15770,17354
15770,17354,18645
17354,18645,11577
18645,11577,18924
11577,18924,13416
18924,13416,18831
13416,18831,16303
18831,16303,14795
16303,14795,19511
14795,19511,18498
19511,18498,13762
18498,13762,19945
13762,19945,14675
19945,14675,10689
14675,10689,18502
10689,18502,19960
18502,19960,19265
19960,19265,16320
19265,16320,13429
16320,13429,19918
13429,19918,13499
19918,13499,14791
13499,14791,14809
14791,14809,13134
14809,13134,15406
13134,15406,16662
15406,16662,13055
16662,13055,19261
13055,19261,13411
19261,13411,14454
13411,14454,12213
14454,12213,15907
12213,15907,19130
15907,19130,13344
19130,13344,18801
13344,18801,14381
18801,14381,10822
14381,10822,13516
10822,13516,11672
13516,11672,16803
11672,16803,14269
16803,14269,16375
14269,16375,13097
16375,13097,12987
13097,12987,18303
12987,18303,14594
18303,14594,16235
14594,16235,16269
16235,16269,12280
16269,12280,18129
12280,18129,15565
18129,15565,19170
15565,19170,17709
19170,17709,15903
17709,15903,15549
15903,15549,16803
15549,16803,17797
16803,17797,16230
17797,16230,16690
16230,16690,10175
16690,10175,16725
10175,16725,19333
16725,19333,10996
19333,10996,10305
10996,10305,14605
10305,14605,19124
14605,19124,19727
19124,19727,18529
19727,18529,16060
18529,16060,16441
16060,16441,11220
16441,11220,12219
11220,12219,17927
12219,17927,11199
17927,11199,12411
11199,12411,13726
12411,13726,15329
13726,15329,17512
15329,17512,13171
17512,13171,17060
13171,17060,10539
17060,10539,12616
10539,12616,14990
12616,14990,10756
14990,10756,10797
10756,10797,12045
10797,12045,12468
12045,12468,15702
12468,15702,14054
15702,14054,12025
14054,12025,10464
12025,10464,14183
10464,14183,10186
14183,10186,14291
10186,14291,18541
14291,18541,16682
18541,16682,16855
16682,16855,11533
16855,11533,12719
11533,12719,15076
12719,15076,17378
15076,17378,14283
17378,14283,19867
14283,19867,15444
19867,15444,15004
15444,15004,12184
15004,12184,19189
12184,19189,13642
19189,13642,19160
13642,19160,12865
19160,12865,14532
12865,14532,17795
14532,17795,18677
17795,18677,15750
18677,15750,19146
15750,19146,10867
19146,10867,12435
10867,12435,17881
12435,17881,10197
17881,10197,13349
10197,13349,14855
13349,14855,19852
14855,19852,16715
19852,16715,17221
16715,17221,14348
17221,14348,11242
14348,11242,10095
11242,10095,18278
10095,18278,14066
18278,14066,13007
14066,13007,19609
13007,19609,16825
19609,16825,11091
16825,11091,10345
11091,10345,12680
10345,12680,12458
12680,12458,15776
12458,15776,18791
15776,18791,18666
18791,18666,14302
18666,14302,18427
14302,18427,19743
18427,19743,16704
19743,16704,17587
16704,17587,19244
17587,19244,14871
19244,14871,16140
14871,16140,10469
16140,10469,14811
10469,14811,14478
14811,14478,11330
14478,11330,14112
11330,14112,10897
14112,10897,16282
10897,16282,14950
16282,14950,15118
14950,15118,16508
15118,16508,18471
16508,18471,15441
18471,15441,15426
15441,15426,18840
15426,18840,17648
18840,17648,16284
17648,16284,17060
16284,17060,12754
17060,12754,10550
12754,10550,18489
10550,18489,10856
18489,10856,10808
10856,10808,15623
10808,15623,13893
15623,13893,17293
13893,17293,13492
17293,13492,18042
13492,18042,17763
18042,17763,11746
17763,11746,19803
11746,19803,11583
19803,11583,18456
11583,18456,10843
18456,10843,14990
10843,14990,12676
14990,12676,12019
12676,12019,11377
12019,11377,11656
11377,11656,17747
11656,17747,18333
17747,18333,14433
18333,14433,14957
14433,14957,17920
14957,17920,18298
17920,18298,10886
18298,10886,17236
10886,17236,16821
17236,16821,15084
16821,15084,18564
15084,18564,17741
18564,17741,18763
17741,18763,12232
18763,12232,19223
12232,19223,19152
19223,19152,18991
19152,18991,13230
18991,13230,12591
13230,12591,15122
12591,15122,10398
15122,10398,12132
10398,12132,19196
12132,19196,18662
19196,18662,16495
18662,16495,17583
16495,17583,14166
17583,14166,11619
14166,11619,17369
11619,17369,16833
17369,16833,10776
16833,10776,10769
10776,10769,13970
